x1,y1,x2,y2,x3,y3,x4,y4
0.0,0.0,0.0,0.0,0.0,0.0,0.037525547452109856,0.015020746759132507
0.05003284470938193,0.027837527191577376,5.7174563817450307e-05,3.1811072989747476e-05,0.0007053124954686116,0.0003924253335026755,0.043590940494251634,0.02571442680086925
0.04354149889101309,0.03979813309831605,0.00020406184421083309,0.00013723309644289708,0.002448327511912475,0.001646639054737193,0.04603325783636381,0.04024556142262504
0.044620148617374435,0.054790893411521754,0.00048642885949345147,0.000395317042261946,0.005561651766398584,0.004521178230711893,0.04624113448569742,0.05429264126544013
0.04261701458789331,0.06863293168794304,0.0009345343532714695,0.0009181042975842948,0.00994243693325864,0.009776145592053129,0.044557660127859465,0.06821459940321782
0.03776822464542882,0.0826859767196192,0.001546885727676046,0.001846404898543494,0.014942102907508048,0.017879687335777196,0.03973672904696336,0.08265890386511728
0.029993082415583697,0.09645206414742633,0.002274399686657365,0.003339528556110417,0.019492433665534936,0.028808178545670016,0.0320218535707025,0.09674777633295983
0.019294738372994044,0.10942190476280376,0.003006966455107514,0.005558917899499575,0.022384147274716014,0.04204724483909871,0.021288547455100088,0.1100882307430658
0.00576776025436885,0.12107423197839016,0.003564580440885866,0.00864628796451914,0.022527270083652427,0.05674838853374127,0.00768043365861828,0.1220940307697094
-0.01040641378126351,0.13089978625124224,0.003695158396311272,0.012697626772531478,0.019091393994165387,0.07191320475787147,-0.008638959324636826,0.13226631799927177
-0.028962468440945646,0.1384163034417184,0.0030808660283034835,0.017735190764666047,0.011541390581368667,0.08651564415587883,-0.02739501214885031,0.14010574449348107
-0.04955569220241096,0.14318181061804666,0.0013541821789384983,0.023680342108458263,-0.0003637767456208551,0.09955391099073732,-0.04824228984883064,0.14516444280819035
-0.07176829998389996,0.14480698569383438,-0.0018759548254280753,0.030330609273613175,-0.016563652716790334,0.11007118718816201,-0.07075720673041444,0.14704369061260344
-0.09511755682415779,0.14296647826448639,-0.006988708658773508,0.03734458724338099,-0.036681152993152916,0.11718459844170832,-0.0944514572044248,0.14541105344045963
-0.11906556568268917,0.13740896829805116,-0.014308695640127093,0.04423811933400489,-0.06002826191177357,0.12013578736114264,-0.11877991623141251,0.14000844881157729
-0.14303053382495862,0.12796573414560283,-0.024059509748773918,0.05039454173778675,-0.08565597770812572,0.11834972759469443,-0.14315280548960588,0.13066169437308472
-0.16639929591190816,0.11455752267818325,-0.03631793837221948,0.055090603929003286,-0.11244587369503141,0.11147815090930117,-0.16694808469046937,0.11728719866998044
-0.18854084192599913,0.09719954538525086,-0.05097413809391655,0.05753805908786261,-0.13921783751239736,0.09941234022931865,-0.18952526975619038,0.09989719071882143
-0.20882057354422257,0.07600446066291972,-0.06770322053515226,0.056938993062154955,-0.16482464783447037,0.08226611330941153,-0.21023984123031403,0.07860274342064026
-0.22661499363176552,0.051183242589649666,-0.0859531630865802,0.052550957770456375,-0.18821635701064846,0.06034094068729601,-0.2284581562961347,0.05361471888593928
-0.24132652047425945,0.023043879159162187,-0.1049526548901496,0.04375618896293357,-0.2084732246579022,0.03408674437426777,-0.24357247070784077,0.02524248920107048
-0.2523981114580191,-0.008012112713000327,-0.12374048343501697,0.030127935754849552,-0.22481567441584932,0.004067282330173408,-0.25501578208516235,-0.006109547446755098
-0.259327380320983,-0.041495322974400575,-0.14121556681775338,0.011486494179471087,-0.23660186057374172,-0.029066702193318594,-0.2622761624770134,-0.03994763600440562
-0.26167989789419077,-0.07683615758883415,-0.15620407094098254,-0.012061892927659534,-0.24332102162442734,-0.06459725087122267,-0.26491027025471503,-0.07569643654159668
-0.25910137837671043,-0.11339449967286713,-0.1675376322874518,-0.040108496415001,-0.24458724557246028,-0.1017541486702375,-0.26255573733278437,-0.11270877857646466
-0.2513284714559487,-0.1504711591773148,-0.17413496147225427,-0.07195064723853303,-0.24013541146647996,-0.1397274129759852,-0.2549421485244432,-0.15027723208228044
-0.23819790470044344,-0.18732090837841164,-0.17507838419341748,-0.10662503899361145,-0.22981935506430207,-0.1776790772917907,-0.24190035327456177,-0.18764729063528665
-0.21965375019810549,-0.22316686470584646,-0.16967738125080142,-0.1429623238834627,-0.21361152055094146,-0.21475534146675276,-0.22336988021772658,-0.2240319255102797
-0.19575262386567277,-0.25721595099620226,-0.15751289665829754,-0.17965686274754683,-0.19160314500020761,-0.25009958849604363,-0.19940425971196316,-0.2586272377435996
-0.16666666459167057,-0.2886751367837551,-0.1384588350020329,-0.21534375015130952,-0.1640040900962823,-0.28286636834807827,-0.17017409873498635,-0.2906289082152043
-0.13268418268411564,-0.31676814329917047,-0.11268030892287875,-0.24867475136488845,-0.13114161113880676,-0.31223619852230383,-0.13596779532618064,-0.3192491245091607
-0.09420791218874135,-0.3407522799122136,-0.08061125710086503,-0.27838563381886294,-0.09345754793765133,-0.3374308871722025,-0.0971898254148847,-0.3437336480696716
-0.05175084867593899,-0.3599350711876758,-0.04291647743993071,-0.30334935455650225,-0.05150359930179833,-0.35772901053256656,-0.054356582499062944,-0.3633786763843602
-0.005929702171691174,-0.37369033176601074,-0.00044449475928655564,-0.3226122484860322,-0.005934492229922747,-0.3724811456499164,-0.008089799338035449,-0.3775471528292811
0.04254395689251701,-0.38147335104891306,0.045822170452448824,-0.3354131888120466,0.04250102038559797,-0.3811244552897205,0.04089237034034054,-0.3856841815273311
0.09287473344714063,-0.38283486115471765,0.09481374988477222,-0.3411881030724758,0.09297129920633493,-0.3831962345683555,0.09178648408736217,-0.3873312160923828
0.1441964543557856,-0.3774334796699709,0.14541319117113619,-0.3395638046972186,0.1445749777033364,-0.3783460528842086,0.14371698462210908,-0.3821387093173773
0.1955870118696474,-0.3650463430956108,0.19648764138100341,-0.3303456496862732,0.19635595474808326,-0.3663461571528982,0.1957511994267438,-0.36987693544764955
0.24608475054404327,-0.34557767717943655,0.2469116963271353,-0.3135031153135598,0.24731997640334286,-0.34709984152031875,0.24691591003222743,-0.3504447272684737
0.29470610900762206,-0.319065086034525,0.29558406893074396,-0.2891562967872806,0.29645251518412297,-0.3206475335188611,0.2962151992514476,-0.3238759063168179
0.340464197831641,-0.28568338245101776,0.34144001982890043,-0.2575649130066902,0.34273761684494025,-0.2871703960800106,0.34264925398885565,-0.2903432254805101
0.3823879702937417,-0.2457458264032586,0.3834618897863567,-0.21912008147114861,0.38517735563754585,-0.24699129791312696,0.3852337763812231,-0.25015968835260116
0.41954162461251937,-0.1997026866371318,0.4206895597509597,-0.1743381385929303,0.4228115188642525,-0.20057306040144016,0.4230196374562382,-0.20377715815738
0.4510438646785822,-0.14813709052373758,0.4522319003236497,-0.12385526544730344,0.45473713031727114,-0.1485139461730759,0.45511239567434414,-0.1517822199771554
0.476086641736573,-0.09175817915957886,0.4772795058607913,-0.06842160314520035,0.4801274196354123,-0.09154041168238689,0.4806912979621653,-0.09488931244900846
0.49395300206448567,-0.03139163701549083,0.49511841170178533,-0.008893779702367786,0.4982498503780812,-0.030497202341444887,0.49902738334109065,-0.03393119809166495
