x,y
1,53475.759418104804
2,4673.165090969113
3,1885.6822648704083
4,1707.2125953859784
5,1404.0452069592627
6,1071.9558338551453
7,861.7072740992845
8,691.5881428776644
9,681.4709721133893
10,608.293543765396
11,572.4011970239219
12,525.637573249012
13,503.95948746347835
14,448.17544400508183
15,416.01471728993755
16,404.43507343696547
17,375.45356434651177
18,346.59169881837073
19,338.5146929179596
20,331.0898918573264
21,287.8418717304903
22,284.64588990267436
23,269.07130124122517
24,251.22037743252807
25,240.4883589548813
26,233.3887807665606
27,211.56344789539938
28,206.28970493706186
29,198.44007396166015
30,192.7870840739937
31,186.77744200865322
32,183.84083462611048
33,177.16766225102538
34,162.01336965202893
35,155.15031508025635
36,146.62870099517255
37,139.72531967492915
38,134.22928392635583
39,130.8857532640286
40,127.70494916092093
41,126.23131275275585
42,119.79843918729945
43,117.63785141613626
44,112.26154774565985
45,106.06965244970915
46,104.91905480789445
47,101.8148333505646
48,96.93416280457652
49,94.5328982867063
50,89.91930467992923
51,87.02992706816046
52,84.58055171935045
53,82.88013867598151
54,81.90462145485141
55,80.8122337598244
56,79.87841528667425
57,75.11686202851881
58,73.00001334948409
59,71.51145961156774
60,69.93325925317916
61,68.04703423466437
62,65.39714620940279
63,62.33556960003211
64,61.727629318944985
65,61.317902164124675
66,59.63749555944558
67,56.81473779835133
68,56.64254001244162
69,55.956852252865765
70,53.73779558388253
71,52.473555698263155
72,51.459775199503405
73,50.465206626264234
74,49.091160662195286
75,47.204485199927966
76,45.978681502105786
77,44.35601279988667
78,42.7721243836656
79,40.8444768058407
80,40.348570762935985
81,39.239452047747044
82,38.059267684615065
83,37.76431049487864
84,37.03104994096897
85,35.569548784700196
86,34.895111991291664
87,34.50735652570958
88,32.78644943400468
89,32.24445903068637
90,31.36444223226458
91,30.950532845929004
92,30.03538107182495
93,29.94469384081395
94,29.69761237224537
95,28.61585840521195
96,27.199488867052104
97,27.02654368394795
98,26.29716270773976
99,25.900677334311
100,25.085046515026512
101,24.1177136857119
102,23.877018547885033
103,23.36219533531888
104,22.580036408076083
105,22.4225523824311
106,21.887013369697097
107,21.01036318904265
108,20.70144957268673
109,19.86668285584145
110,19.392366851989053
111,18.611709536549778
112,18.0681544808978
113,17.82255854100477
114,17.33913993811837
115,16.280120302612417
116,16.11449105348212
117,15.457694821411376
118,14.9928619544313
119,14.433616996191196
120,14.21252144962597
121,13.70271341431216
122,13.350055995237282
123,12.264068187122652
124,12.087291984669122
125,11.672641592074704
126,10.89759974611647
127,10.097484929464256
128,9.9564952791675
129,9.759959083927287
130,9.213710948796777
131,8.96093401305806
132,8.330554633957119
133,7.908369764492301
134,7.667164479078965
135,7.58931696838755
136,6.93886295277026
137,6.817859037205435
138,6.493647108622111
139,5.742564153276869
140,5.728588517250824
141,5.496236082842027
142,5.374896407593514
143,5.319742829129048
144,5.179705502738411
145,4.959199357750499
146,4.719959184034972
147,4.554121652811788
148,4.430713546559622
149,4.307512527792555
150,4.140980426754892
151,3.9261235509480414
152,3.8699571028370507
153,3.749824696240529
154,3.6920597014431547
155,3.506191928518625
156,3.4506400574373632
157,3.396572408474404
158,3.3328201097484245
159,3.237489735041586
160,3.0285325552396856
161,2.969296411707924
162,2.8561802321685676
163,2.7467768564713406
164,2.669885684298084
165,2.5761688520785726
166,2.4908846667552864
167,2.394331311887002
168,2.296592549646964
169,2.1646133240890273
170,2.1311829543142973
171,2.000843563406922
172,1.8832196369397782
173,1.7574323344660194
174,1.72865298012462
175,1.6434559252380827
176,1.512764094033297
177,1.379876883671849
178,1.3170016383246825
179,1.2660989780649714
180,1.1320318383121295
181,0.9645506757487755
182,0.9201849469624099
183,0.5924728652483285
184,0.5522105531471033
185,0.5498549561286544
186,0.5157566715588252
187,0.4706669415291771
188,0.40397008981415355
189,0.363064834222398
190,0.29479812525309057
191,0.25387643146344924
192,0.24131807510452527
193,0.20777311924832037
194,5.330541624192568e-12
195,5.330541624192568e-12
196,5.330541624192568e-12
197,5.330541624192568e-12
198,5.330541624192568e-12
199,5.330541624192568e-12
200,5.330541624192568e-12
