t,x,y
0.0,0.13180100814621384,2.528829826418257
0.0025012506253126563,-0.2135610424900811,2.8012224669128147
0.0050025012506253125,-0.3117956004296949,3.2362244535962987
0.007503751875937969,0.21881576992010898,3.6705528412322117
0.010005002501250625,-0.3667260906823258,4.002760899973275
0.01250625312656328,-0.07116925996385143,4.27898078536056
0.015007503751875938,-0.11093349684299464,4.428328379338838
0.017508754377188594,0.10802752266735204,3.9630321870756196
0.02001000500250125,0.008264221320551648,3.5014805164418954
0.022511255627813906,0.20415905913053414,2.8310613018659634
0.02501250625312656,-0.1768009804292546,1.9629575223328437
0.027513756878439218,0.062324269810808124,1.4367669740314195
0.030015007503751877,0.06758327458880886,1.1685398456683722
0.03251625812906453,-0.11385223183878464,1.4486572049314996
0.03501750875437719,0.061678617954797045,1.874234704058147
0.03751875937968984,-0.05128726025272428,2.2281735372046705
0.0400200100050025,0.013448086779232699,2.588754902765924
0.04252126063031516,0.09607370400981688,2.7700878481410385
0.04502251125562781,0.03829120298698033,2.8079944550603884
0.04752376188094047,0.0005701596021057254,3.001560715673275
0.05002501250625312,-0.407862201178036,2.830165706064133
0.05252626313156578,0.08883189760308165,2.5949356230729896
0.055027513756878435,-0.032338780639503094,2.5386408841319166
0.057528764382191094,0.11870861342837338,2.2802233315656713
0.060030015007503754,-0.02661282389485822,1.95377290792948
0.06253126563281641,0.1436020638643643,1.3991011930960238
0.06503251625812906,-0.03688975214128831,1.1771131759381077
0.06753376688344172,0.15079873572217595,1.7504128080913401
0.07003501750875438,0.22172376426020254,2.716234071746069
0.07253626813406704,-0.058895172875078554,3.431576929357993
0.07503751875937968,-0.07359666195675067,4.112333170107508
0.07753876938469234,0.03556846250392328,4.519064838181533
0.080040020010005,0.03882417614193444,4.2639512934248405
0.08254127063531766,0.028303733348153354,3.6371798626745804
0.08504252126063032,0.3804165791290003,2.757468340906088
0.08754377188594296,-0.20060488515914307,1.966587101174205
0.09004502251125562,0.09400192090561443,1.0960260859056155
0.09254627313656828,0.039829839421651324,0.4209509095018574
0.09504752376188094,0.025896814936802626,0.955622703904
0.09754877438719359,0.011897398279560198,1.677420620360773
0.10005002501250625,-0.12078192982941738,2.157151121482926
0.1025512756378189,-0.42273098255792796,2.3822077540183138
0.10505252626313157,0.15045965197427463,2.662626172807004
0.10755377688844422,0.6058601827591357,2.957738885613002
0.11005502751375687,-0.24403081794652445,4.095398567608684
0.11255627813906953,0.058833881024957395,4.825248767689788
0.11505752876438219,-0.012838217526409205,5.441841517073603
0.11755877938969485,0.0016626910430040014,5.6754847930306
0.12006003001500751,-0.2598937358863619,5.2215575245802786
0.12256128064032015,0.10994464048477166,4.780308264309256
0.12506253126563283,-0.03358154645508584,3.8061028939826547
0.12756378189094547,0.24402842036877198,2.718794649789343
0.13006503251625812,-0.03349699772456779,1.6191996627184593
0.1325662831415708,0.1915986713242865,1.197124040003094
0.13506753376688344,-0.3262264204240902,1.637213302063937
0.13756878439219608,0.08570965657147706,2.1212203313115228
0.14007003501750875,-0.07858985007337514,2.270487816198117
0.1425712856428214,-0.1531803135839901,2.005531593949533
0.14507253626813407,0.21572265012632014,1.5690713175199014
0.14757378689344672,-0.16623503061476028,1.5510484291301516
0.15007503751875936,-0.07782039574148897,2.206227539278591
0.15257628814407204,0.045626924690518995,2.999096979776855
0.15507753876938468,-0.18097730237103235,3.501662402719051
0.15757878939469736,0.2727452083215178,3.680592376028617
0.16008004002001,-0.1771535059220612,3.7738811718960825
0.16258129064532265,0.22440386397278425,3.6626693003273862
0.16508254127063532,0.03865165468096708,3.5998756297663537
0.16758379189594796,-0.11738046723856894,3.4286672383270647
0.17008504252126064,-0.1616736138288275,3.0315097608972525
0.17258629314657328,0.1104119863966237,2.4677701532849357
0.17508754377188593,-0.268412543848103,1.783382367361993
0.1775887943971986,0.017388876209620412,1.0546001515696266
