t,y1,y2,y3
-2.0,0.6155969871247907,0.38442001160808875,3.7820084860695253
-1.9979989994997498,0.7062541867715602,0.20928383557502261,3.891646058226478
-1.9959979989994998,0.2567028358456098,0.34154275949029417,4.1407441365105075
-1.9939969984992496,0.5424214413142618,0.4938630524868199,4.508489560905719
-1.9919959979989994,0.8443863141505004,0.7896662106133084,4.7790996785979205
-1.9899949974987494,0.7835488137783457,0.9375703454935023,5.029685391233463
-1.9879939969984992,0.9672732954778588,1.148334974122611,5.2347663330345
-1.9859929964982492,0.993664768978824,1.1231039859837084,5.151850544724513
-1.983991995997999,1.238715606860632,1.1471222317020937,4.948772832417752
-1.9819909954977488,1.4749129103833636,1.0936533323223878,4.623607136903143
-1.9799899949974988,2.005320909632977,1.0071259671612764,4.244895325667043
-1.9779889944972486,2.8016274019482665,0.8840459236143395,3.8930551637980155
-1.9759879939969984,3.3831883140842645,0.6161868934482712,3.4968633096883135
-1.9739869934967484,3.542649193370767,0.3759148561733896,3.165067751151159
-1.9719859929964982,4.01500127134353,0.10302601119597096,3.0121904673702766
-1.969984992496248,3.9964376640424666,0.13974469775093146,2.9583044888971166
-1.967983991995998,3.4045525221385375,0.37090938917887734,3.0711402662218172
-1.9659829914957478,3.1478285358712483,0.6569914804044749,3.2831644117077925
-1.9639819909954976,3.1121362623798423,0.8568714504996382,3.602826518817186
-1.9619809904952477,3.352401791047075,1.0071735972891103,3.8853254407285887
-1.9599799899949975,3.452813325966605,1.0352686948042449,4.018344650390048
-1.9579789894947475,3.504928946340447,0.9924114163320717,4.243668961377747
-1.9559779889944973,3.8500373472754332,0.8140055036102238,4.460857905372199
-1.953976988494247,4.137695888642963,0.5724256812860953,4.644007454077926
-1.951975987993997,4.30649482391411,0.4377237804182182,4.857195162092342
-1.9499749874937469,4.29520018760557,0.3088049296338585,4.860372897863749
-1.9479739869934967,4.004359946329088,0.2897667464901205,4.779518229320173
-1.9459729864932467,3.625702310939123,0.2838023411937686,4.749601223969899
-1.9439719859929965,3.08660090677665,0.4097566526855406,4.555269420235291
-1.9419709854927463,2.9881935353778366,0.42363852372703464,4.385846311988272
-1.9399699849924963,2.722022449334634,0.37046774182473047,4.1992286070050096
-1.937968984492246,2.8199898831102264,0.2611798208720281,4.1037626420659095
-1.935967983991996,2.909759498206596,0.2860617156040705,4.013709007098231
-1.933966983491746,3.137805802548208,0.46808087400340337,3.984628288646633
-1.9319659829914957,4.205803335420923,1.0080660667127181,4.01136586181327
-1.9299649824912457,5.055535758849499,1.4181764441909408,3.9203791003756834
-1.9279639819909955,5.878058263435893,1.9389194104701186,3.878629973446816
-1.9259629814907453,6.067613559509204,2.290929462368277,3.787764762821541
-1.9239619809904953,6.494131325936565,2.647898541913108,3.9166277500830464
-1.921960980490245,6.978665895894644,2.869939800404381,4.160428157426647
-1.919959979989995,7.113798965547135,2.969233216590938,4.332945643116754
-1.917958979489745,6.74041902395328,2.8526012122955438,4.44697009082755
-1.9159579789894947,6.2310825320659475,2.658213254587148,4.4406230257978
-1.9139569784892447,5.360643678906373,2.4679646578181442,4.473695818923757
-1.9119559779889945,4.213642337171711,2.2165541620217595,4.5238470936568005
-1.9099549774887443,3.422497473629914,1.99285929356358,4.534743367960826
-1.9079539769884943,3.172439083346081,1.9447444607215247,4.62183102644809
-1.9059529764882441,3.8060161153178824,1.9389927446009367,4.726038296600775
-1.903951975987994,4.78586611959725,1.8950497177619934,4.6627631927018784
-1.901950975487744,6.007717073216526,2.080600179438523,4.848000770839352
-1.8999499749874937,6.584529529373956,2.173284965997806,4.983172245308775
-1.8979489744872435,7.722447028362305,2.365410008951258,5.213025445703019
-1.8959479739869936,7.944111347959274,2.331605482067467,5.178558764951435
-1.8939469734867433,7.853595563429559,2.2038087243745137,5.127504287743039
-1.8919459729864934,7.5171777381068345,1.9768868411717186,5.141880504590237
-1.8899449724862432,6.668421284471549,1.6279856294813793,5.068105877651505
-1.887943971985993,5.287530328324021,1.2377999352099083,5.039394763814256
-1.885942971485743,3.9232240901643802,1.0658887729151643,5.114485739833066
-1.8839419709854928,2.358319481144558,1.0436141894187791,5.120439292527534
-1.8819409704852426,1.2535395535481983,1.3361834648087245,5.154395853714048
-1.8799399699849926,2.47894887616348,1.7519251748434523,5.274112464213912
-1.8779389694847424,3.9675659584156446,2.2576103189383536,5.38679125120168
-1.8759379689844922,5.607801147040719,2.564007989383587,5.366576605349458
-1.8739369684842422,6.7102478786829955,2.76699822781143,5.2427325218355305
-1.871935967983992,7.428802952892962,2.7918093613269077,4.984000431406766
-1.8699349674837418,7.589121195928167,2.8089779520884934,4.61642041175903
-1.8679339669834918,7.724541687425746,2.6910762462055087,4.253125045389531
-1.8659329664832416,7.2563271161299765,2.5833398706902844,4.086856961475313
-1.8639319659829916,6.581472113965315,2.272898918466721,3.9793835734829917
-1.8619309654827414,5.381778514781583,1.9161087004786699,4.110706935596052
-1.8599299649824912,3.9064647644123114,1.5512842878509985,4.337967354446994
-1.8579289644822412,2.017024364886774,1.2752467461133457,4.6782848793004606
-1.855927963981991,0.46046351259362595,0.9468794967874619,5.043199919362918
-1.8539269634817408,1.4168522156362107,0.7749776600725446,5.342249533160273
-1.8519259629814908,2.7047500404619766,0.5839059325414101,5.506927438131383
-1.8499249624812406,3.896100629122186,0.2951555648498269,5.367039405549885
-1.8479239619809906,4.519694823808955,0.23212779197170508,5.115576860505189
-1.8459229614807404,4.425854346309423,0.5226336330621087,4.796062277185217
-1.8439219609804902,4.73273950047419,0.8901471601279034,4.60646503057797
-1.8419209604802402,4.47190206200888,1.1443359924988572,4.41320928608895
-1.83991995997999,5.111246882486838,1.4097879642629965,4.427946313521885
-1.8379189594797398,5.380076216759642,1.7344870648929518,4.547741312551673
-1.8359179589794898,5.032135075464834,1.8786255242292553,4.693696320015283
-1.8339169584792396,4.482889797132969,1.9246691691517142,4.657478912547723
-1.8319159579789894,3.9078374126267246,1.956049197514973,4.705728827654264
-1.8299149574787394,2.9791762835475835,1.894486090608229,4.762304302971253
-1.8279139569784892,2.6926441057547095,1.8047066338575524,4.8742320483064345
-1.825912956478239,2.365596234472862,1.787649077692234,5.095633830216348
-1.823911955977989,2.820775608519829,1.7777126723057584,5.28577351895251
-1.8219109554777388,2.5228825584376615,1.6633580119489353,5.2668595226941735
-1.8199099549774886,2.2110031895229794,1.6818399162945645,5.01965696382231
-1.8179089544772387,1.5027615406818573,1.6056567885915687,4.596278827928273
-1.8159079539769885,0.41978533706246485,1.4358790725109734,4.240390988687865
-1.8139069534767385,1.496925672586801,1.2849858301493033,4.096342239514493
-1.8119059529764883,2.983135155866611,1.1942229169271104,4.179888258570496
-1.809904952476238,4.517361486507251,1.0642941887746629,4.451865399470968
-1.807903951975988,6.123805024583618,1.1112840107261122,4.685023676655086
-1.8059029514757379,7.546582212512953,1.2239247910068647,4.863052171400847
-1.8039019509754877,8.261855518268698,1.4285211562761526,5.0823803619900945
-1.8019009504752377,8.28008254601824,1.7101089980118267,5.064850382699412
