t,x
-1.0,0.0
-0.997997997997998,-0.0
-0.995995995995996,0.0
-0.993993993993994,0.0
-0.991991991991992,0.0
-0.98998998998999,-0.0
-0.987987987987988,0.0
-0.985985985985986,0.0
-0.983983983983984,-0.0
-0.9819819819819819,0.0
-0.97997997997998,0.0
-0.977977977977978,0.0
-0.975975975975976,0.0
-0.973973973973974,0.0
-0.9719719719719719,0.0
-0.96996996996997,-0.0
-0.967967967967968,0.0
-0.965965965965966,0.0
-0.963963963963964,0.0
-0.9619619619619619,-0.0
-0.95995995995996,0.0
-0.957957957957958,0.0
-0.955955955955956,-0.0
-0.953953953953954,0.0
-0.9519519519519519,0.0
-0.94994994994995,0.0
-0.9479479479479479,-0.0
-0.9459459459459459,0.0
-0.943943943943944,0.0
-0.9419419419419419,0.0
-0.93993993993994,-0.0
-0.9379379379379379,0.0
-0.9359359359359359,0.0
-0.933933933933934,-0.0
-0.9319319319319319,0.0
-0.92992992992993,0.0
-0.9279279279279279,0.0
-0.9259259259259259,-0.0
-0.9239239239239239,0.0
-0.9219219219219219,0.0
-0.91991991991992,0.0
-0.9179179179179179,-0.0
-0.9159159159159159,0.0
-0.9139139139139139,0.0
-0.9119119119119119,0.0
-0.9099099099099099,-0.0
-0.9079079079079079,0.0
-0.9059059059059059,0.0
-0.9039039039039038,0.0
-0.9019019019019019,-0.0
-0.8998998998998999,0.0
-0.8978978978978979,0.0
-0.8958958958958959,0.0
-0.8938938938938938,-0.0
-0.8918918918918919,0.0
-0.8898898898898899,0.0
-0.8878878878878879,0.0
-0.8858858858858859,0.0
-0.8838838838838838,-0.0
-0.8818818818818819,0.0
-0.8798798798798799,0.0
-0.8778778778778779,0.0
-0.8758758758758759,-0.0
-0.8738738738738738,0.0
-0.8718718718718719,0.0
-0.8698698698698699,0.0
-0.8678678678678678,-0.0
-0.8658658658658659,0.0
-0.8638638638638638,0.0
-0.8618618618618619,0.0
-0.8598598598598599,0.0
-0.8578578578578578,-0.0
-0.8558558558558559,0.0
-0.8538538538538538,0.0
-0.8518518518518519,0.0
-0.8498498498498499,-0.0
-0.8478478478478478,0.0
-0.8458458458458459,0.0
-0.8438438438438438,0.0
-0.8418418418418419,0.0
-0.8398398398398399,-0.0
-0.8378378378378378,0.0
-0.8358358358358359,0.0
-0.8338338338338338,0.0
-0.8318318318318318,0.0
-0.8298298298298299,-0.0
-0.8278278278278278,0.0
-0.8258258258258259,0.0
-0.8238238238238238,0.0
-0.8218218218218218,0.0
-0.8198198198198199,-0.0
-0.8178178178178178,0.0
-0.8158158158158157,0.0
-0.8138138138138138,0.0
-0.8118118118118118,0.0
-0.8098098098098099,-0.0
-0.8078078078078078,0.0
-0.8058058058058057,0.0
-0.8038038038038038,0.0
-0.8018018018018018,0.0
-0.7997997997997999,-0.0
-0.7977977977977978,0.0
-0.7957957957957957,0.0
-0.7937937937937938,0.0
-0.7917917917917918,0.0
-0.7897897897897898,-0.0
-0.7877877877877878,0.0
-0.7857857857857857,0.0
-0.7837837837837838,0.0
-0.7817817817817818,0.0
-0.7797797797797797,-0.0
-0.7777777777777778,-0.0
-0.7757757757757757,0.0
-0.7737737737737738,0.0
-0.7717717717717718,0.0
-0.7697697697697697,0.0
-0.7677677677677678,-0.0
-0.7657657657657657,0.0
-0.7637637637637638,0.0
-0.7617617617617618,0.0
-0.7597597597597597,0.0
-0.7577577577577578,0.0
-0.7557557557557557,-0.0
-0.7537537537537538,0.0
-0.7517517517517518,0.0
-0.7497497497497497,0.0
-0.7477477477477478,0.0
-0.7457457457457457,-0.0
-0.7437437437437437,-0.0
-0.7417417417417418,0.0
-0.7397397397397397,0.0
-0.7377377377377378,0.0
-0.7357357357357357,0.0
-0.7337337337337337,0.0
-0.7317317317317318,-0.0
-0.7297297297297297,0.0
-0.7277277277277278,0.0
