x,y1,y2,y3
-20.0,-3.898171832519376e-17,-0.0012501610174785562,0.009255313129247558
-19.8,-0.009449386704935734,-0.012858470877342642,0.006397585308399141
-19.6,-0.015445443441646035,-0.019788325519858943,0.0012583633946011558
-19.4,-0.015604674817333105,-0.01924342067137892,-0.002004015784255634
-19.2,-0.00974468003946496,-0.011235364661480519,-0.0021062452946641625
-19.0,9.850087025901396e-17,0.0013338630707155073,-0.0013137630420568874
-18.8,0.00995201365732598,0.013728243577403638,0.0009574243567648614
-18.6,0.01627584362668079,0.0211457441826242,0.0037825721636554612
-18.4,0.016452754970449016,0.020581453648189717,0.005034346376841383
-18.2,0.010280102019655294,0.012027860274968957,0.0016219760671581172
-18.0,-3.8981718325193755e-17,-0.001429416939534504,-0.005318607517749601
-17.8,-0.010511115548186935,-0.014724359202887926,-0.010297444046531979
-17.6,-0.017200607469105813,-0.022702985166130302,-0.010323116581221738
-17.4,-0.017398315600934612,-0.022119572013882257,-0.005176608563600749
-17.2,-0.010877782369635308,-0.012940542485504157,0.002086099586362038
-17.0,-2.7539686777311167e-17,0.0015396316061858418,0.010277146544994868
-16.8,0.011136777187960021,0.015876416888498352,0.016357060835132428
-16.6,0.018236788641943533,0.024507750828130483,0.016315766220464246
-16.4,0.018459188503430608,0.023906218996159995,0.007001831729533581
-16.2,0.011549250417143607,0.014003050660428739,-0.008503629231598754
-16.0,-3.8981718325193755e-17,-0.0016682101868993647,-0.021240339255347365
-15.8,-0.011841636503653632,-0.01722410257785663,-0.023227241435892408
-15.6,-0.019405813554888653,-0.026624190903614887,-0.013092159462648521
-15.399999999999999,-0.019657837107549498,-0.02600689057919884,0.002549652016822597
-15.2,-0.012309069523534692,-0.015255607270041684,0.015599127993459376
-15.0,1.1437264410803267e-16,0.001820186730123946,0.020677478501892953
-14.8,0.012641747078224883,0.018821843450212327,0.017701266986494466
-14.6,0.020734978866867353,0.02914069505057935,0.008927179582251357
-14.399999999999999,0.021022964684462637,0.028512333516381615,-0.0022404058794992417
-14.2,0.013175905405473694,0.01675422934182275,-0.01270057882235384
-14.0,-3.8981718325193755e-17,-0.0020026042667668623,-0.019061059638452338
-13.8,-0.01355781570708169,-0.02074633488220827,-0.01882170147198932
-13.6,-0.022259609665901688,-0.032182552163174595,-0.011358183881195149
-13.399999999999999,-0.022591842645989724,-0.03155199842995708,0.0009433243010401057
-13.2,-0.014174080057403591,-0.018579336971305,0.013469607670176301
-13.0,-4.8007811424235754e-17,0.002225638388987907,0.02115772170210928
-12.8,0.014617020059197516,0.023109217345039876,0.02076282685198154
-12.6,0.024026245353671694,0.035933457159348585,0.012211460730357686
-12.399999999999999,0.024413765440021128,0.03531712955722601,-0.0013410509790947832
-12.2,0.015335889898174306,0.020850672469522803,-0.01473165787876856
-12.0,-3.8981718325193755e-17,-0.0025045625082660804,-0.022770603010027774
-11.799999999999999,-0.01585575057268891,-0.02607953248643983,-0.02220056460504172
-11.6,-0.026097473401401977,-0.04067403933382456,-0.013005353450555932
-11.4,-0.026555323811952893,-0.04010262860875617,0.001519137951177563
-11.2,-0.01670516578193995,-0.023754685068545972,0.015904635047775173
-11.0,1.4178752621088318e-16,0.0028634009732381254,0.024573998607096945
-10.799999999999999,0.017323875625715572,0.029926053137926435,0.02397279749417825
-10.6,0.028559499193987106,0.046855521820283366,0.014036153017902701
-10.399999999999999,0.029108720332332888,0.04638829001870049,-0.0016881303221747634
-10.2,0.01834292713311045,0.027598501842472027,-0.017274757980697757
-10.0,-3.898171832519376e-17,-0.003342246744563429,-0.02665409736620104
-9.799999999999999,-0.01909161803650297,-0.03510355519983672,-0.025944736750353734
-9.6,-0.03153444702669406,-0.05525258415563021,-0.015047714197854936
-9.399999999999999,-0.03220539270811302,-0.055010633686064216,0.0021967246926379216
-9.2,-0.02033672356062246,-0.03292641270596213,0.019349573212078065
-9.0,3.8981718325193755e-17,0.004013395090338105,0.02979496146789178
-8.799999999999999,0.021261120086105572,0.042447381009238616,0.029302812784291154
-8.6,0.03520124319258871,0.06731648110096015,0.017788105329797903
-8.399999999999999,0.03603936803050743,0.06757012537899836,-0.00048171178963875565
-8.2,0.022816811799722767,0.04080355844124345,-0.018334701428286485
-8.0,-3.8981718325193755e-17,-0.005021799140691681,-0.02833380037789352
-7.799999999999999,-0.023986904712529362,-0.05367683372432375,-0.02559979848135811
-7.6,-0.03983298571792933,-0.08611998045998921,-0.009757410476336555
-7.399999999999999,-0.04090955289949492,-0.08756127383618625,0.014817842645907724
-7.199999999999999,-0.025985813438573153,-0.05363487892721527,0.04059940608942538
-7.0,3.8981718325193755e-17,0.00670697936449729,0.05984486840282661
-6.799999999999999,0.027514390699666026,0.07298503461395349,0.06776779148335454
-6.6,0.045868286584282256,0.11949983051057965,0.06474760984756966
-6.399999999999999,0.047301670540041,0.12435171234863959,0.05665004247458538
-6.199999999999999,0.03017707367060109,0.07823804713317868,0.05305202503926286
-6.0,-3.8981718325193755e-17,-0.010094355517894386,0.06392249514601064
-5.799999999999999,-0.03225825116512568,-0.11398785004751347,0.09596364952942281
-5.6,-0.054059052045761224,-0.19513264787449072,0.149968278256568
-5.399999999999999,-0.056061239158567124,-0.21446163523916606,0.22024962690531402
-5.199999999999999,-0.03598035706879361,-0.1445414910107408,0.2964157551404112
-5.0,3.898171832519376e-17,0.020394733155236204,0.3668903362299339
-4.799999999999999,0.03897872015786019,0.26012610327845515,0.4228427783748659
-4.6,0.06581101988179631,0.5315682657945793,0.4609877905328876
-4.399999999999999,0.06880242987642327,0.7788343370871191,0.4840549542448724
-4.199999999999999,0.04454710875183982,0.9475498109357746,0.498617204559326
-4.0,-3.8981718325193755e-17,0.999342156143838,0.5110004097007449
-3.8000000000000007,-0.049236278094138795,0.9222652630004862,0.5228759325510713
-3.599999999999998,-0.08409185873785104,0.7340704641211513,0.5284217924884865
-3.3999999999999986,-0.08903843866360658,0.4773500794326498,0.5145485485889963
-3.1999999999999993,-0.058468080236789774,0.2079987352259782,0.4646293539509419
-3.0,3.8981718325193755e-17,-0.019594939317832252,0.3648650086598038
-2.8000000000000007,0.06682066312775978,-0.1663101351038217,0.21124680973573787
-2.599999999999998,0.11643488132933223,-0.21711942676009646,0.014571151149651032
-2.3999999999999986,0.12613778810677603,-0.18268954331284368,-0.19870696728327256
-2.1999999999999993,0.08504448034442143,-0.09371370876522452,-0.39079283155395306
-2.0,-3.8981718325193755e-17,0.009894466893780316,-0.5213934817818469
-1.8000000000000007,-0.10394325375429284,0.09139566751755261,-0.5587932970146914
-1.5999999999999979,-0.18920668216016498,0.12740064744241936,-0.4898853454929035
-1.3999999999999986,-0.21623620818304476,0.11296071814134688,-0.32587489042459017
-1.1999999999999993,-0.15591488063143943,0.06048188878015053,-0.10147768462846142
-1.0,3.8981718325193755e-17,-0.006618144782499351,0.13268938314239853
-0.7999999999999972,0.23387232094716348,-0.06301192861108962,0.32270853111349224
-0.5999999999999979,0.5045511524271076,-0.09014898717598809,0.425496474534499
-0.3999999999999986,0.7568267286406586,-0.08175610903585961,0.4203722411020919
-0.1999999999999993,0.9354892837886396,-0.04464892423603916,0.31458968437274104
0.0,1.0,0.004971830539755999,0.14108644634431455
0.20000000000000284,0.9354892837886372,0.04808020175368257,-0.05097505038192724
0.40000000000000213,0.7568267286406546,0.06975327872308738,-0.210129331746832
0.6000000000000014,0.5045511524271028,0.0640599917601114,-0.29688639860299376
0.8000000000000007,0.23387232094715885,0.03538565149178485,-0.29417744393090467
1.0,3.8981718325193755e-17,-0.003981415351580421,-0.21097267878093523
1.2000000000000028,-0.15591488063144138,-0.038869446087175255,-0.0781987776163029
1.4000000000000021,-0.216236208183045,-0.05688365888251742,0.06156705629784685
1.6000000000000014,-0.18920668216016384,-0.05266142821442705,0.16729071344672186
1.8000000000000007,-0.10394325375429284,-0.02930563084871066,0.21146065697348476
2.0,-3.8981718325193755e-17,0.0033200385687082085,0.18727493198448272
